sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/66c14ec8-a000-49e0-bf0f-ab52afdeb639,Week 7 - Session 7 | 06-Sept | Online | freelancing |  | 6:00 pm - 9:00 pm
