sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/a61df82a-2df7-44e3-ade3-e7e7bf259377,week 19 - session 2 | 07-Apr | Online | English |  | 7:00 pm - 10:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/4b752773-943c-4573-8aed-b0bafa866023,week 19 - session 3 | 08-Apr | Online | Coach |  | 7:00 pm - 10:00 pm
