sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/060d6343-250f-4e26-acc0-26f699ace31e,Week 7 - Session 1 | 01-Sept | Online | freelancing |  | 5:00 pm - 8:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/7b114138-9f5c-43ae-8b82-c06014d4136a,Week 7 - Session 3 | 03-Sept | Online | Technical |  | 7:00 pm - 10:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/a5ee3c1a-db29-4e75-b9d0-ab55a8c56dac,Week 8 - Session 2 | 05-Sept | Online | Technical |  | 10:00 am - 1:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/2f3da165-640b-4597-be11-4ede57fd8bf0,Week 8 - Session 1 | 08-Sept | Online | freelancing |  | 5:00 pm - 8:00 pm
