sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/cfc9261c-f615-45d7-937e-aadbeb6ee979,Week 7 - Session 2 | 02-Sept | Online | freelancing |  | 6:00 pm - 9:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/9c89e40c-48b2-42b3-b3cf-6d3b34538aa4,Week 8 - Session 1 | 05-Sept | Online | Technical |  | 6:00 pm - 9:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/92dbeac4-19dc-425d-8d89-e3f271087f77,Week 8 - Session 3 | 07-Sept | Online | Technical |  | 7:00 pm - 10:00 pm
