sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/07ef1598-3a23-4daa-bfd0-8d425931e2c0,Week 6 - Session 3 | 01-Sept | Online | english |  | 7:00 pm - 10:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/e4ca778b-a693-4c07-8b4e-e3af58588044,Week 6 - Session 4 | 02-Sept | Online | Soft Skill |  | 7:00 pm - 10:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/c6e02277-6d5c-4ff9-aa5c-8d370ef20b62,Week 7 - Session 1 | 04-Sept | Online | Technical |  | 10:00 am - 1:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/a0f5a177-75c3-46da-9e51-9d5a9e3c007f,Week 7 - Session 2 | 07-Sept | Online | Technical |  | 7:00 pm - 10:00 pm
