sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/c9f67e20-6394-4407-b06d-3d255ddc4f4e,Week 6 - Session 2 | 01-Sept | Online | Soft Skill |  | 7:00 pm - 10:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/c28ec10f-e5e6-4718-bf83-acc28d15517c,Week 6 - Session 3 | 02-Sept | Online | english |  | 7:00 pm - 10:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/8da3dc0a-41a4-4a14-a0e1-24beefbc89ec,Week 7 - Session 1 | 06-Sept | Online | Technical |  | 6:00 pm - 9:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/1d234c66-e925-4f46-ab4c-bb2e16028e70,Week 7 - Session 2 | 08-Sept | Online | freelancing |  | 7:00 pm - 10:00 pm
