sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/b65a8a5a-3a5b-45d9-8904-5b021181e962,Week 6 - Session 3 | 03-Sept | Online | freelancing |  | 7:00 pm - 10:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/62863500-d36a-4097-bba7-0a93497e908b,Week 7 - Session 1 | 05-Sept | Physical | Technical |  | 10:00 am - 1:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/546c2d2f-ee84-4ec8-8c9f-bc76dc966960,Week 7 - Session 2 | 07-Sept | Online | Technical |  | 7:00 pm - 10:00 pm
