sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/0c56b72c-25e7-4a00-93d9-9d3d6f076d8c,Week 6 - Session 4 | 01-Sept | Online | Soft Skill |  | 6:00 pm - 9:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/5184d867-8ff0-4df3-81ab-b24eb5a33fda,Week 7 - Session 1 | 04-Sept | Online | Technical |  | 2:00 pm - 5:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/f8959dbf-1ba9-43e2-8ed1-17926e1e3d11,Week 7 - Session 2 | 06-Sept | Online | Technical |  | 5:00 pm - 8:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/dcb56b21-c4d9-4ae9-a977-b3e17429080b,Week 7 - Session 3 | 08-Sept | Online | freelancing |  | 5:00 pm - 8:00 pm
