sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/17f87e4e-cadc-4f5e-8b56-de65abb445ba,Week 6 - Session 3 | 02-Sept | Online | freelancing |  | 6:00 pm - 9:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/65498113-f855-4076-8a76-6edc30c220ad,Week 7 - Session 1 | 04-Sept | Physical | Technical |  | 2:00 pm - 5:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/8ae9c284-93d8-4772-8112-fda1ebc1a558,Week 7 - Session 2 | 06-Sept | Online | Technical |  | 7:00 pm - 10:00 pm
