sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/8d56872b-64b7-44c2-99c4-96255617efc5,Week 6 - Session 2 | 01-Sept | Online | Technical |  | 7:00 pm - 10:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/fe26a18b-0e44-4686-993a-257c9970ad3f,Week 6 - Session 3 | 02-Sept | Online | english |  | 7:00 pm - 10:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/8c8821a8-6699-470e-9d62-3db61fa4bb72,Week 6 - Session 4 | 03-Sept | Online | Soft Skill |  | 7:00 pm - 10:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/a0c37f26-9c43-4a82-b3c3-5c8e56ef7375,Week 7 - Session 1 | 04-Sept | Online | Technical |  | 2:00 pm - 5:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/5b84e4ab-e780-4f7c-8a2b-df5af8742a13,Week 7 - Session 2 | 08-Sept | Online | Technical |  | 7:00 pm - 10:00 pm
