sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/edf149cd-123d-4e7d-97b7-e682d4b8c8a1,Week 6 - Session 3 | 01-Sept | Online | english |  | 5:00 pm - 8:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/fc3d7bcb-9e10-46a9-a190-0d914c35e03e,Week 6 - Session 4 | 02-Sept | Online | Soft Skill |  | 7:00 pm - 10:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/7f324af6-d547-45ce-a9e7-28b3c2301f72,Week 7 - Session 1 | 05-Sept | Online | Technical |  | 4:00 pm - 7:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/bdc2f099-3ec7-4a92-b5c1-26729bd145ec,Week 7 - Session 2 | 07-Sept | Online | Technical |  | 7:00 pm - 10:00 pm
