sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/38cbb9b1-8ef6-4cf5-9ac2-eb58aeab15ef,Week 7 - Session 2 | 01-Sept | Online | Technical |  | 5:00 pm - 8:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/28d2f508-a02a-4f7a-bb00-e359a911adea,Week 7 - Session 3 | 03-Sept | Online | freelancing |  | 5:00 pm - 8:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/3f328062-6632-48c0-ad38-af6319181b6b,Week 8 - Session 1 | 05-Sept | Online | Technical |  | 3:00 pm - 6:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/4d8e29c9-63de-4b82-a63c-ab617c34d298,Week 8 - Session 2 | 08-Sept | Online | Technical |  | 5:00 pm - 8:00 pm
