sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/1a49cde9-301e-4c47-a8d2-21a148f8dbf3,Week 7 - Session 2 | 01-Sept | Online | Technical |  | 8:00 pm - 11:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/a5a8af2a-a266-47a0-8e9f-096f059b2b8f,Week 8 - Session 1 | 04-Sept | Online | Technical |  | 6:00 pm - 9:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/06893cfc-05f4-4654-ab44-8903ca60b587,Week 8 - Session 3 | 06-Sept | Online | freelancing |  | 7:00 pm - 10:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/09d3aa63-57d2-4d2e-a93b-b683a270574f,Week 8 - Session 2 | 08-Sept | Online | Technical |  | 8:00 pm - 11:00 pm
