sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/6a816ea5-9231-4119-9129-090e967f604d,Week 6 - Session 2 | 01-Sept | Online | Technical |  | 7:00 pm - 10:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/8e9d15cf-b325-492e-9dcc-f4563259d6d1,Week 6 - Session 3 | 02-Sept | Online | english |  | 6:00 pm - 9:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/120758b5-066a-4ad8-bb98-52047e25818d,Week 7 - Session 3 | 04-Sept | Online | freelancing |  | 6:00 pm - 9:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/d389b619-8926-41a7-b2b8-b1ebda4b63a2,Week 7 - Session 1 | 06-Sept | Online | Technical |  | 7:00 pm - 10:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/8c83cdad-92d8-4e1b-872f-1c3a9da31537,Week 7 - Session 2 | 08-Sept | Online | Technical |  | 7:00 pm - 10:00 pm
