sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/8775eaab-fd69-483c-895d-a6cea05e046d,Week 7 - Session 3 | 02-Sept | Online | freelancing |  | 7:00 pm - 10:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/c8e5a807-51a7-47cb-84ea-b2703d9a4c92,Week 8 - Session 1 | 04-Sept | Physical | Technical |  | 10:00 am - 1:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/d5cc929e-3436-4ba1-aaeb-a70bfa5e0e86,Week 8 - Session 2 | 07-Sept | Online | Technical |  | 7:00 pm - 10:00 pm
