sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/b911c330-2381-49ec-a63c-040c8a5a2578,Week 7 - Session 3 | 02-Sept | Online | freelancing |  | 6:00 pm - 9:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/a4210c93-0af5-485b-a242-773f6ad05cb9,Week 8 - Session 1 | 05-Sept | Physical | Technical |  | 5:00 pm - 8:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/6cb20d9b-30c3-45f5-a660-6784e40364e6,Week 8 - Session 2 | 07-Sept | Online | Technical |  | 6:00 pm - 9:00 pm
