sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/6dd36f84-1512-41cc-9985-61ab71813e42,Week 7 - Session 3 | 03-Sept | Online | freelancing |  | 6:00 pm - 9:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/5bcdb17b-506b-4f7f-bd9d-3540dd4fbc19,Week 8 - Session 1 | 05-Sept | Physical | Technical |  | 3:00 pm - 6:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/f064dc37-f2d7-4570-9285-1443bfb3d875,Week 8 - Session 2 | 07-Sept | Online | Technical |  | 7:00 pm - 10:00 pm
