sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/4a031e60-b81a-4568-8797-0fc55b055837,Week 7 - Session 3 | 02-Sept | Online | freelancing |  | 7:00 pm - 10:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/712707f7-7cbc-4463-bfce-0b36bef340e7,Week 8 - Session 1 | 04-Sept | Physical | Technical |  | 6:00 pm - 9:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/c6912733-f298-45ca-bce4-647b2f10d9ef,Week 8 - Session 2 | 07-Sept | Online | Technical |  | 7:00 pm - 10:00 pm
