sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/d5c47728-67fb-4b79-b8fe-d6b961c71265,Week 6 - Session 3 | 02-Sept | Online | Technical |  | 8:00 pm - 11:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/d7c45e8c-49bc-48b7-9c7e-a10ee885a534,Week 6 - Session 4 | 03-Sept | Online | english |  | 5:00 pm - 8:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/63eea848-5c63-45f8-bba3-60a917704780,Week 7 - Session 1 | 05-Sept | Online | Technical |  | 10:00 am - 1:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/c9d2e1ec-e5a9-4b52-b4e4-ddeb84963905,Week 7 - Session 3 | 07-Sept | Online | freelancing |  | 7:00 pm - 10:00 pm
