sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/25e6cf7a-f34f-4bfa-8642-c9f516963fe6,Week 7 - Session 2 | 02-Sept | Online | Technical |  | 7:00 pm - 10:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/5b145526-9dd3-4c53-be42-af8e48053205,Week 8 - Session 1 | 04-Sept | Online | Technical |  | 2:00 pm - 5:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/695d13c9-52b0-4a35-b6fa-c7f4783fa3ba,Week 8 - Session 3 | 06-Sept | Online | freelancing |  | 7:00 pm - 10:00 pm
