sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/83c5ccf5-b183-4635-b7bf-3ebe90079c6b,Week 6 - Session 4 | 03-Sept | Online | english |  | 5:00 pm - 8:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/a4c8e712-60f3-473d-b1bd-37d1a8b1e8f4,Week 7 - Session 1 | 05-Sept | Online | Technical |  | 3:00 pm - 6:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/4fdf36dc-51dd-4889-b835-2dc19e070ed9,Week 7 - Session 3 | 07-Sept | Online | freelancing |  | 5:00 pm - 8:00 pm
