sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/e6aae42e-8de3-4ecc-ae8a-56634cacf7d5,Week 7 - Session 2 | 02-Sept | Online | Technical |  | 7:00 pm - 10:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/fbb444d2-9f42-45da-bef0-ff88d5d4b207,Week 8 - Session 3 | 04-Sept | Online | freelancing |  | 5:00 pm - 8:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/c63aee30-05e3-4211-85f2-701eb8d24d35,Week 8 - Session 1 | 07-Sept | Online | Technical |  | 7:00 pm - 10:00 pm
