sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/2ac3533e-35ba-4aca-8c59-1e49661af07e,Week 6 - Session 3 | 01-Sept | Online | Technical |  | 7:00 pm - 10:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/2e035b81-48c3-48f8-b065-04b285195768,Week 6 - Session 4 | 03-Sept | Online | english |  | 7:00 pm - 10:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/a9d95935-e9b2-407a-bd30-17afbbbcb6b0,Week 7 - Session 1 | 04-Sept | Physical | Technical |  | 5:00 pm - 8:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/3b4548ff-5bae-4d38-bae5-14c333982df4,Week 7 - Session 3 | 06-Sept | Online | freelancing |  | 7:00 pm - 10:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/dcaefdac-f8bf-4261-b797-87679081738e,Week 7 - Session 2 | 08-Sept | Online | Technical |  | 7:00 pm - 10:00 pm
