sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/90cfec2c-6dce-4d24-9613-0d1fff20f477,Week 7 - Session 3 | 02-Sept | Online | freelancing |  | 7:00 pm - 10:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/ab60226b-4a74-49a3-99c4-65d6accfbd4b,Week 8 - Session 1 | 05-Sept | Physical | Technical |  | 10:00 am - 1:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/7ecb610f-5644-41c4-b54c-b371a48f62f9,Week 8 - Session 2 | 07-Sept | Online | Technical |  | 7:00 pm - 10:00 pm
