sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/7dd9d5bb-33e5-4034-ab29-a6622019f591,Week 7 - Session 1 | 04-Sept | Online | Technical |  | 3:00 pm - 6:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/476dbac7-8bb7-49ed-b270-7791f7fc4f09,Week 7 - Session 2 | 06-Sept | Online | freelancing |  | 6:00 pm - 9:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/8427b562-7285-4605-aa7e-eddcb623b5c7,Week 7 - Session 3 | 08-Sept | Online | Technical |  | 6:00 pm - 9:00 pm
