sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/a104d017-27b6-4cae-b8a5-586f4d399d5b,Week 7 - Session 2 | 02-Sept | Online | Technical |  | 7:00 pm - 10:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/73c059e6-f54c-4092-abb3-8d3f2c2fb79a,Week 8 - Session 1 | 05-Sept | Physical | Technical |  | 7:00 pm - 10:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/8c3e23bc-6a29-43ca-b933-1bf015b541b8,Week 8 - Session 3 | 07-Sept | Online | freelancing |  | 6:00 pm - 9:00 pm
