sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/91cf2452-00a7-423e-a365-4be29acc89fd,Week 7 - Session 1 | 01-Sept | Online | freelancing |  | 6:00 pm - 9:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/5a78e67c-b505-4ec4-aac3-2f28f43e6a6e,Week 7 - Session 3 | 03-Sept | Online | Technical |  | 7:00 pm - 10:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/61727dd1-67e1-4162-8060-6c274890b270,Week 8 - Session 2 | 06-Sept | Online | Technical |  | 7:00 pm - 10:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/8440d957-8743-4a68-adcd-426167b773ef,Week 8 - Session 1 | 08-Sept | Online | freelancing |  | 6:00 pm - 9:00 pm
