sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/2530d28a-e617-422c-8c44-7b5f71cdf37b,Week 6 - Session 3 | 02-Sept | Online | english |  | 5:00 pm - 8:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/633d74c5-4039-49cc-94bb-c7115879d157,Week 7 - Session 1 | 05-Sept | Online | Technical |  | 10:00 am - 1:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/b8e9c1eb-851d-45c3-a629-7aed4ac4db61,Week 7 - Session 2 | 07-Sept | Online | freelancing |  | 5:00 pm - 8:00 pm
