sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/2c304e7d-3c83-4c22-95a8-6e04947c1a7a,Week 6 - Session 2 | 01-Sept | Online | Soft Skill |  | 7:00 pm - 10:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/00093cb6-98d5-4348-9fc4-2c44f18a67cd,Week 6 - Session 3 | 03-Sept | Online | Technical |  | 7:00 pm - 10:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/9178cb76-35b0-494a-bd56-58ca8b796d49,Week 7 - Session 1 | 05-Sept | Online | Technical |  | 1:00 pm - 4:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/44f59f87-4ac0-4c15-ad78-bf97fce82ba3,Week 7 - Session 3 | 08-Sept | Online | freelancing |  | 7:00 pm - 10:00 pm
