sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/8692fd85-fef5-4058-ad8c-431539b24db3,Week 6 - Session 4 | 02-Sept | Online | english |  | 5:00 pm - 8:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/8442d0c3-32fa-4b4b-8273-3d0b3a366800,Week 7 - Session 1 | 04-Sept | Online | Technical |  | 2:00 pm - 5:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/715b5691-c65f-48e5-baee-c68786f82133,Week 7 - Session 3 | 06-Sept | Online | freelancing |  | 5:00 pm - 8:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/e235d5f7-71e0-4fca-b9f7-e31bef30e5a0,Week 7 - Session 2 | 08-Sept | Online | Technical |  | 7:00 pm - 10:00 pm
