sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/5ada4d9f-8aef-4173-b32a-9840358dfe16,Week 6 - Session 3 | 02-Sept | Online | Technical |  | 5:00 pm - 8:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/e14535bd-935e-4662-9f43-5c30788a1718,Week 6 - Session 4 | 03-Sept | Online | english |  | 5:00 pm - 8:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/2c1416a1-dd45-4474-88c7-6b9826ee7077,Week 7 - Session 1 | 05-Sept | Online | Technical |  | 9:00 am - 12:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/f452d0a3-7b5c-47ac-9db1-93f6e5d2d95c,Week 7 - Session 3 | 07-Sept | Online | freelancing |  | 7:00 pm - 10:00 pm
