sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/99e30ba6-5151-4777-9939-640f0385cb11,Week 6 - Session 3 | 01-Sept | Online | english |  | 5:00 pm - 8:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/5c014fe9-f2a5-45f8-9699-8c1b32b174e4,Week 6 - Session 4 | 02-Sept | Online | Soft Skill |  | 6:00 pm - 9:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/1e63b225-2772-44d1-8c8a-15958d20b18b,Week 7 - Session 1 | 04-Sept | Physical | Technical |  | 9:00 am - 12:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/d99d1292-0a69-4a59-87b3-ccb2d885ff59,Week 7 - Session 2 | 06-Sept | Online | Technical |  | 7:00 pm - 10:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/bb627fc4-085f-44a0-a658-7fdcb23740ac,Exstra session - Recruitment workshop | 08-Sept | Online | Soft Skill |  | 5:00 pm - 8:00 pm
