sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/1310b82d-23ea-49c4-be7a-5c3f27bc0e58,Week 6 - Session 3 | 03-Sept | Online | Technical |  | 6:00 pm - 9:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/ddc568ef-453f-4603-96a8-8ce5d864fae4,Week 7 - Session 1 | 05-Sept | Online | Technical |  | 6:00 pm - 9:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/c3840e47-682f-43fa-a174-9de42f7a1458,Week 7 - Session 3 | 07-Sept | Online | freelancing |  | 6:00 pm - 9:00 pm
