sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/7f62c0d1-edd8-42bb-8b9d-114cee4d5453,Week 7 - Session 3 | 03-Sept | Online | freelancing |  | 5:00 pm - 8:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/fa5f1d2f-a978-42ff-9002-9fe589dbc9e7,Week 8 - Session 1 | 05-Sept | Physical | Technical |  | 2:00 pm - 5:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/e8493739-a891-4bb0-aae8-87ce4e75e04f,Week 8 - Session 2 | 07-Sept | Online | Technical |  | 7:00 pm - 10:00 pm
