sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/4eecb06b-0630-4c86-8a6a-e62dfb1caba6,Week 7 - Session 3 | 02-Sept | Online | freelancing |  | 7:00 pm - 10:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/624fdd31-830f-4fb3-8078-5bbfecd94a16,Week 8 - Session 1 | 04-Sept | Physical | Technical |  | 2:00 pm - 5:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/8feb8a17-1ef6-4e34-91f4-d4fe53728395,Week 8 - Session 2 | 07-Sept | Online | Technical |  | 7:00 pm - 10:00 pm
