sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/ccc03688-d85a-4815-9131-a4b97be59dde,Week 7 - Session 2 | 01-Sept | Online | Technical |  | 7:00 pm - 10:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/1673dc87-424c-4025-85fd-fdf84ef2c8ef,Week 8 - Session 1 | 04-Sept | Online | Technical |  | 2:00 pm - 5:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/9faf6996-017e-4d49-967e-025d5be6e3db,Week 8 - Session 3 | 06-Sept | Online | freelancing |  | 5:00 pm - 8:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/cad8d544-ceef-4025-8b56-0b937092859a,Week 8 - Session 2 | 08-Sept | Online | Technical |  | 7:00 pm - 10:00 pm
