sessionUrl,title
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/07df8da9-4556-44d1-8ddb-d4e961f4d1d5,Week 7 - Session 3 | 02-Sept | Online | freelancing |  | 6:00 pm - 9:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/c55b52fb-194d-438a-b6f5-bd907a953c27,Week 8 - Session 1 | 04-Sept | Physical | Technical |  | 2:00 pm - 5:00 pm
https://dashboard.depi.eyouthbusiness.com/super_admin/sessions/acb710f8-9f90-4868-9b5b-d4fd593936e5,Week 8 - Session 2 | 07-Sept | Online | Technical |  | 6:00 pm - 9:00 pm
